2009-03-24 10:52:59 Notice: Notice (8): Undefined variable: bank_id in [APP/plugins/administrate/controllers/banks_controller.php, line 17]
2009-03-31 16:56:36 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-03-31 16:56:36 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:03:01 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:03:01 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:59:40 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:59:40 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:59:57 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:59:57 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:59:58 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 10:59:58 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:08 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:08 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:11 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:11 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:14 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:14 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:16 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:16 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:37 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:37 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:43 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:00:43 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:05:01 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:05:01 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:05:04 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:05:04 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:13 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:13 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:17 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:17 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:20 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:20 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:22 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 11:07:22 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 13:15:09 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 13:15:09 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-01 13:16:29 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-01 13:16:29 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:43:24 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:43:24 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:44:44 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:44:44 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:45:38 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:45:38 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:46:23 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:46:23 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:48:12 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:48:12 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:50:45 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:50:45 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:53:24 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:53:24 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:53:32 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:53:32 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:53:35 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 09:53:35 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:20 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:20 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:27 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:27 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:31 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:31 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:37 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:37 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:41 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:41 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:44 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:44 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:48 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:48 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:49 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:49 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:54 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 15:37:54 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-02 17:05:39 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-02 17:05:39 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-03 09:34:10 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-03 09:34:10 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-06 10:01:46 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-06 10:01:46 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 09:19:36 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 09:19:36 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 09:56:58 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 09:56:58 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 09:59:40 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 09:59:40 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:01:49 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:01:49 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:04:32 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:04:32 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:04:35 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:04:35 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:07:23 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:07:23 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:07:37 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-07 10:07:37 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-08 08:51:16 Notice: Notice (8): Undefined variable: config_results in [APP/app_controller.php, line 42]
2009-04-08 08:51:18 Notice: Notice (8): Undefined variable: config_results in [APP/app_controller.php, line 42]
2009-04-09 10:55:07 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 10:55:07 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 10:55:33 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 10:55:33 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 13:57:20 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 13:57:20 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:06:58 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:06:58 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:07:14 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:07:14 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:07:14 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:07:14 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:12:03 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:12:03 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:12:04 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:12:04 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:23:57 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:23:57 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:34:04 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:34:04 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:34:08 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:34:08 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:48:37 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 14:48:37 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 15:05:00 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 15:05:00 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-09 16:07:41 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-09 16:07:41 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:15:20 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:15:20 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:22:27 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:22:27 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:27:16 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:27:16 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:27:21 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:27:21 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:27:28 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:27:28 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:44:54 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:44:54 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:45:55 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:45:55 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:11 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:11 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:16 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:16 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:18 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:18 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:23 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:23 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:36 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:36 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:45 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:46:45 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:47:54 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:47:54 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:54:39 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:54:39 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:54:47 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:54:47 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:54:55 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:54:55 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:55:03 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:55:03 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:56:19 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:56:19 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 11:57:56 Notice: Notice (8): Undefined property:  ParticipantsController::$Forms in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:01:07 Notice: Notice (8): Undefined property:  ParticipantsController::$Forms in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:01:33 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:01:33 Notice: Notice (8): Undefined property:  ParticipantsController::$Bank in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 28]
2009-04-11 12:02:55 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:02:55 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:02:55 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
2009-04-11 12:02:55 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 553]
2009-04-11 12:02:55 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 140]
2009-04-11 12:02:55 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:03:22 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:03:22 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:03:22 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
2009-04-11 12:03:22 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 553]
2009-04-11 12:03:22 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 243]
2009-04-11 12:03:22 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:03:28 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
2009-04-11 12:03:28 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 553]
2009-04-11 12:03:34 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:03:35 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:03:35 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
2009-04-11 12:03:35 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 553]
2009-04-11 12:03:35 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 243]
2009-04-11 12:03:35 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:04:28 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 12:04:28 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 12:06:04 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 12:06:04 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 12:06:09 Notice: Notice (8): Undefined variable: atim_menu in [APP/views/layouts/default.ctp, line 18]
2009-04-11 12:06:09 Notice: Notice (8): Undefined variable: atim_menu_variables in [APP/views/layouts/default.ctp, line 18]
2009-04-11 12:06:23 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:06:23 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:06:23 Notice: Notice (8): Undefined variable: table_index in [APP/views/helpers/structures.php, line 219]
2009-04-11 12:06:23 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 262]
2009-04-11 12:06:23 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 269]
2009-04-11 12:06:23 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:17:18 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:17:18 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:17:18 Notice: Notice (8): Undefined variable: table_index in [APP/views/helpers/structures.php, line 219]
2009-04-11 12:17:18 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 269]
2009-04-11 12:17:18 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:17:46 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:17:46 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:17:47 Notice: Notice (8): Undefined variable: table_index in [APP/views/helpers/structures.php, line 219]
2009-04-11 12:17:47 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 262]
2009-04-11 12:17:47 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 269]
2009-04-11 12:17:47 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:26:18 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:26:18 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:26:18 Notice: Notice (8): Undefined variable: table_index in [APP/views/helpers/structures.php, line 219]
2009-04-11 12:26:18 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 269]
2009-04-11 12:26:18 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:36:23 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:36:23 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:36:23 Notice: Notice (8): Undefined variable: table_index in [APP/views/helpers/structures.php, line 219]
2009-04-11 12:36:23 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 262]
2009-04-11 12:36:23 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 269]
2009-04-11 12:36:23 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:36:54 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:36:54 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:36:54 Notice: Notice (8): Undefined variable: table_index in [APP/views/helpers/structures.php, line 219]
2009-04-11 12:36:54 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 262]
2009-04-11 12:36:54 Notice: Notice (8): Undefined variable: column_count in [APP/views/helpers/structures.php, line 269]
2009-04-11 12:36:54 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 12:37:38 Notice: Notice (8): Undefined variable: atim_structure in [APP/plugins/clinicalannotation/controllers/participants_controller.php, line 22]
2009-04-11 12:37:38 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 12:37:38 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
2009-04-11 12:37:38 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 553]
2009-04-11 12:37:38 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 243]
2009-04-11 12:37:38 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 13:18:26 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 13:18:26 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
2009-04-11 13:18:26 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 553]
2009-04-11 13:18:26 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 243]
2009-04-11 13:18:26 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 66]
2009-04-11 13:18:30 Notice: Notice (8): Undefined index:  top in [APP/views/helpers/structures.php, line 44]
2009-04-11 13:18:30 Notice: Notice (8): Undefined variable: type in [APP/views/helpers/structures.php, line 552]
